,ttext,date,isretweet,retweetcount,favoritecount,score,product,city,country,duplicate
818,"RT @NewMusicWeds: Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp; Vote",6/19/2020 18:54,TRUE,7,0,1,Apple Iphone,Los Angeles,USA,TRUE
819,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 18:54,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
820,"RT @TurnUpTrendCity: Only the Top Voted Artists will Advance to the @TrendCityRadio  Top40

App VOTES ONLY

Download our App Now &amp; Vo",6/19/2020 18:49,TRUE,9,0,1,Apple Iphone,Los Angeles,USA,TRUE
821,Pardon our geekiness showing...but we are really excited for the WWDC20. Feel free to join in on June 22nd to learn  ,6/19/2020 18:45,FALSE,0,0,3,Apple Iphone,Los Angeles,USA,FALSE
822,".@CultofMac's @lukedormehl shares the latest leak from @jon_prosser about @Apple's ""foldable"" iPhone, which may use  ",6/19/2020 18:45,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
823,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 18:17,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
824,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 17:52,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,TRUE
825,RT @iDropNews: Photos Surface Hinting Apple's iPhone 12 Will Get an Exciting New Design  applenews  ,6/19/2020 17:50,TRUE,6,0,1,Apple Iphone,Los Angeles,USA,TRUE
826,"RT @TrueVPN: Get  TrueVPN now on your  iPhone,  iPad,  iPod and your  Mac.
TrueVPN is one of the world's fastest  VPN providers in 2020 wit",6/19/2020 17:24,TRUE,1,0,1,Apple Iphone,Los Angeles,USA,FALSE
827,"@jasonfried @dhh I would just delist it from the App Store and focus on the much, much bigger Android market. Then  ",6/19/2020 17:13,FALSE,0,4,0,Apple Iphone,Los Angeles,USA,FALSE
828,Photos Surface Hinting Apple's iPhone 12 Will Get an Exciting New Design  applenews  ,6/19/2020 17:00,FALSE,6,20,1,Apple Iphone,Los Angeles,USA,FALSE
829,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/19/2020 16:16,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
830,"How I learned about  Juneteenth, a memoir. It was not in school. It was not through friends or family. It was my iP  ",6/19/2020 16:13,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
831,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 15:44,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
832,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 15:38,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
833,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 15:37,FALSE,2,3,0,Apple Iphone,Los Angeles,USA,TRUE
834,Apple may return iOS to its original 'iPhone OS' name at WWDC | Appleinsider  ,6/19/2020 15:10,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
835,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 15:02,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,TRUE
836,APPLE SALE! 2 x Apple iPhone 5SE - 16GB -CLEAN TITLE-FREE SHIP  ,6/19/2020 14:48,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
837,"RT @romeoalvarezv: TSMC will start production of Apple's A14 chip on 5nm process later this month for the upcoming iPhone, which sources sa",6/19/2020 14:33,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
838,"TSMC will start production of Apple's A14 chip on 5nm process later this month for the upcoming iPhone, which sourc  ",6/19/2020 14:30,FALSE,1,1,0,Apple Iphone,Los Angeles,USA,FALSE
839,@robcecildemo @DaveAronson @marcoarment I had to join the developer program to be able to use Apple Pay on my websi  ,6/19/2020 14:16,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
840,RT @OphirGottlieb: $AAPL Apple Reportedly Moving Production of the iPhone SE to India  ,6/19/2020 14:13,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,FALSE
841,RT @OphirGottlieb: $AAPL Apple Reportedly Moving Production of the iPhone SE to India  ,6/19/2020 14:04,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
842,RT @OphirGottlieb: $AAPL Apple Reportedly Moving Production of the iPhone SE to India  ,6/19/2020 14:03,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
843,RT @OphirGottlieb: $AAPL Apple Reportedly Moving Production of the iPhone SE to India  ,6/19/2020 14:03,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
844,$AAPL Apple Reportedly Moving Production of the iPhone SE to India  ,6/19/2020 14:02,FALSE,4,21,0,Apple Iphone,Los Angeles,USA,FALSE
845,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 13:23,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
846,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/19/2020 12:15,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
847,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 10:11,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
848,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/19/2020 10:05,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
849,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 9:46,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
850,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 9:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
851,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 9:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
852,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 9:16,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
853,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 9:15,FALSE,3,1,0,Apple Iphone,Los Angeles,USA,TRUE
854,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 8:58,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
855,APPLE SALE! Apple iPhone X 256GB Factory Unlocked Smartphone  ,6/19/2020 8:51,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
856,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 8:30,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,TRUE
857,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/19/2020 8:22,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
858,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/19/2020 8:20,FALSE,2,2,0,Apple Iphone,Los Angeles,USA,TRUE
859,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/19/2020 7:57,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
860,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/19/2020 7:42,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
861,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 7:42,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
862,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 6:44,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
863,"I have a durable charging station at home. I am currently charging three kindles, my apple watch and iphone without  ",6/19/2020 5:11,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,TRUE
864,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 5:08,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
865,Lmao my iPhone really said fuck you to my face this shit has not been working now I have to for real spend money on  ,6/19/2020 5:01,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
866,"@IamKingFluffy @Apple Come to think of it, an iPhone knows when its too hot, and shuts down. Do Apple watches do t  ",6/19/2020 4:51,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
867,@cacasmiddlename I mean.....I bought it on my Apple iPhone to watch on my amazon Firestick. Either way the CEOs of  ,6/19/2020 4:45,FALSE,0,3,0,Apple Iphone,Los Angeles,USA,FALSE
868,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 4:35,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
869,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/19/2020 4:00,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
870,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 3:59,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
871,"So as a summary we have:

-AppleWatch 5 
-new flagship iPhone every 2 years 
-Mac Pro
-16 Macbook Pro
-Airpods Pro  ",6/19/2020 3:32,FALSE,0,3,0,Apple Iphone,Los Angeles,USA,FALSE
872,"My iPhone battery used to be so good and then one day the wizard behind the curtain at apple was like, BAM and like  ",6/19/2020 3:22,FALSE,0,0,3,Apple Iphone,Los Angeles,USA,FALSE
873,Buzzer Fonts for iPhone  ,6/19/2020 3:10,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
874,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 3:02,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
875,APPLE SALE! Apple iPhone XS 64GB Unlocked Smartphone  ,6/19/2020 2:51,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
876,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 2:49,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
877,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/19/2020 2:40,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
878,@krzyzanowskim I hope @StackOverflow makes a iPhone app before @Apple does,6/19/2020 2:30,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
879,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 2:12,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
880,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/19/2020 2:08,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
881,"@marcoarment ""..., we add value to your highly profitable hardware FAR beyond the 30%."" I'd go further and say that  ",6/19/2020 2:01,FALSE,0,4,0,Apple Iphone,Los Angeles,USA,FALSE
882,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 1:49,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
883,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:49,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
884,@erie_pink I just got my iPhone in January SO I COULD TAKE VIDEO AT THE CONCERTS  otherwise I may have considere  ,6/19/2020 1:48,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
885,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:43,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
886,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 1:37,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
887,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:34,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
888,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:33,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
889,"Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:33,FALSE,5,7,1,Apple Iphone,Los Angeles,USA,FALSE
890,"Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:33,FALSE,5,6,1,Apple Iphone,Los Angeles,USA,TRUE
891,"Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:32,FALSE,5,6,1,Apple Iphone,Los Angeles,USA,TRUE
892,"Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/19/2020 1:32,FALSE,5,9,1,Apple Iphone,Los Angeles,USA,TRUE
893,@Apple You slow down my old iPhone 6s and force me to get a new iPhone,6/19/2020 0:28,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
894,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/19/2020 0:24,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
895,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/18/2020 23:45,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
896,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/18/2020 23:43,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
897,"RT @ENFORCELOFI: Enter for a chance to win Enforce Lo-Fi merch + iPhone 11 + Cash!

Follow Lofi Hip Hop Music To Qualify:
Spotify:  ",6/18/2020 23:26,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,FALSE
898,RT @iDropNews: Apple Hasn't Given up on a Folding iPhone (Here's What It Could Look Like)  applenews  ,6/18/2020 23:01,TRUE,15,0,1,Apple Iphone,Los Angeles,USA,FALSE
899,"Maybe its my iPhone 11 I dont know, but when I say hey Siri im getting pulled over it does NOT open the front fa  ",6/18/2020 22:31,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
900,me: i want the new apple watch * gets it *                                                       also me: dang thos  ,6/18/2020 22:17,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
901,@LuisDCSilva @junterweger Id argue that a Tesla has more quality competition than an iPhone. Unless someone has to  ,6/18/2020 22:09,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
902,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 22:07,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
903,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 22:05,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
904,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 22:05,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
905,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/18/2020 22:03,FALSE,3,2,0,Apple Iphone,Los Angeles,USA,TRUE
906,"@reneritchie Yes, I am still peeved that Steve Jobs singlehandedly wrote Danger and the T-Mobile Sidekick out of th  ",6/18/2020 22:03,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
907,RT @briarbun: How to set a  siri shortcut on your  iPhone to  record when you are pulled over by police  ,6/18/2020 22:02,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
908,@reneritchie What did Apple sell for the iPhone to make even more profits that they couldnt get away with charging  ,6/18/2020 21:58,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
909,@ianlandsman Apple can be petty sometimes. Remember the Gizmodo iPhone 4 situation? Seems unwise to repeatedly rant  ,6/18/2020 21:55,FALSE,0,1,-3,Apple Iphone,Los Angeles,USA,FALSE
910,"@Seahawks Name: Sweet Apple
Number: 14
Color: Action Green
Phone Type: iPhone 11",6/18/2020 21:50,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
911,@avoidinghumans @Apple I got beef with apple. I still need to understand why TF the wire less headphone where not i  ,6/18/2020 21:27,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
912,How to set a  siri shortcut on your  iPhone to  record when you are pulled over by police  ,6/18/2020 21:19,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
913,@aleahjasmine @BestBuyCanada Never buy an iPhone from anywhere but Apple it's just a giant headache,6/18/2020 21:15,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
914,@mdnij34 Juneteenth is listed on my IPhone as a National Holiday!  Great preparation on Apples part,6/18/2020 21:09,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
915,RT @iDropNews: Apple Hasn't Given up on a Folding iPhone (Here's What It Could Look Like)  applenews  ,6/18/2020 20:52,TRUE,15,0,1,Apple Iphone,Los Angeles,USA,TRUE
916,RT @iDropNews: Apple Hasn't Given up on a Folding iPhone (Here's What It Could Look Like)  applenews  ,6/18/2020 20:52,TRUE,15,0,1,Apple Iphone,Los Angeles,USA,TRUE
917,RT @iDropNews: Apple Hasn't Given up on a Folding iPhone (Here's What It Could Look Like)  applenews  ,6/18/2020 20:51,TRUE,15,0,1,Apple Iphone,Los Angeles,USA,TRUE
918,RT @iDropNews: Apple Hasn't Given up on a Folding iPhone (Here's What It Could Look Like)  applenews  ,6/18/2020 20:49,TRUE,15,0,1,Apple Iphone,Los Angeles,USA,TRUE
919,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 20:42,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
920,RT @dannyvena:  Apple Reportedly Moving Production of the  iPhone SE to  India  @themotleyfool  stocks $AAPL  ,6/18/2020 20:38,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
921,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/18/2020 20:33,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,TRUE
922," man fuck Apple, who has an Apple Card that I can use real quick to purchase this damn new iPhone sigh af",6/18/2020 20:33,FALSE,0,0,-2,Apple Iphone,Los Angeles,USA,FALSE
923, Apple Reportedly Moving Production of the  iPhone SE to  India  @themotleyfool  stocks $AAPL  ,6/18/2020 20:29,FALSE,2,9,0,Apple Iphone,Los Angeles,USA,FALSE
924,Apple AirPods: Review: Apple's new wireless headphones aren't for the iPhone 7. They're for Siri.  ,6/18/2020 20:04,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
925,RT @MattStormoen: 29% of iphone users now use the Apple News app to get their daily news. 2x in 4 years  ,6/18/2020 19:57,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
926,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/18/2020 19:55,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
927,When is the iPhone going to add Face recognition while you have a mask on??   apple @Apple  COVID19,6/18/2020 19:48,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
928,Hidden Apple iOS 13.6 Text Reveals Epic New iPhone Feature Could Drop Any Minute Now  ,6/18/2020 18:23,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
929,@sweetkisschuu Yeah i think mine was only about $250 while the Apple Watch is as much as an iPhone lol,6/18/2020 18:08,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
930,$AAPL - Apple assembling new iPhone SE in India - The Information  ,6/18/2020 18:03,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
931,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 17:53,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
932,"Thank you @Apple 
 Siri I am sad our state of society is such you need to provide backup for us. You have enough  ",6/18/2020 17:46,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
933,29% of iphone users now use the Apple News app to get their daily news. 2x in 4 years  ,6/18/2020 17:46,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
934,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/18/2020 17:42,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,TRUE
935,Jon Prosser: Apples foldable iPhone isnt really a foldable. The current prototype has two separate display pane  ,6/18/2020 16:42,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
936,"How to copy and forward iMessages on iPhone and iPad
_
 ",6/18/2020 16:35,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
937,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 16:34,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
938,"RT @LittleStickers: ""Apple may return iOS to its original 'iPhone OS' name at WWDC""  ",6/18/2020 16:22,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
939,"""Apple may return iOS to its original 'iPhone OS' name at WWDC""  ",6/18/2020 16:17,FALSE,1,1,0,Apple Iphone,Los Angeles,USA,FALSE
940,"RT @Jon4Lakers: This weeks podcast with special guest @mattcassinelli and why I think the Xbox will win this gens console wars. 

 Listen:",6/18/2020 15:30,TRUE,2,0,1,Apple Iphone,Los Angeles,USA,FALSE
941,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 15:23,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
942,"""Apple to assemble new iPhone SE in India to avoid 20% import tax""  ",6/18/2020 14:17,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
943,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/18/2020 13:53,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
944,"SUPCASE is giving one lucky fan a new iPhone SE and Apple AirPods and you could win. Plus, the person with the most  ",6/18/2020 13:28,FALSE,0,0,2,Apple Iphone,Los Angeles,USA,FALSE
945,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 13:02,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
946,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/18/2020 12:57,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
947,APPLE SALE! Apple iPhone 7 Plus Smartphone AT&amp;T Sprint T-Mobile Verizon or Unlocked 4G LTE  ,6/18/2020 11:53,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
948,APPLE SALE! Apple iPhone 8 64GB Verizon Smartphone  ,6/18/2020 11:53,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
949,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 11:23,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
950,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 10:22,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
951,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 10:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
952,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 10:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
953,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/18/2020 10:16,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
954,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/18/2020 10:16,FALSE,3,3,0,Apple Iphone,Los Angeles,USA,TRUE
955,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/18/2020 9:41,FALSE,2,3,0,Apple Iphone,Los Angeles,USA,TRUE
956,Download the 1indienation iPhone  app to listen and support the podcast. Or subscribe on Apple podcasts!  NewMusic  ,6/18/2020 9:28,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
957,Please download our iPhone/iPad App that displays recently available rescue dogs in 19 cities.  ,6/18/2020 9:15,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
958,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/18/2020 9:01,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
