,ttext,date,isretweet,retweetcount,favoritecount,score,product,city,country,duplicate
252,@timcook Can you please tell me when contact tracing will be possible with  iPhone and  Apple Watch?  We really need it!,6/23/2020 15:49,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
253,"Welcome to widgets and folders Apple... 
It only took, how long? 8+ years?
 Apple  Android  Cellphone  Technology  ",6/23/2020 15:45,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
254,How to use iPhone home screen widgets in iOS 14  ,6/23/2020 15:40,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
255,"Thanks to Expertise for recognizing us as a top mobile app developer in Torrance! And thanks to our clients, team,  ",6/23/2020 15:31,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
256,RT @FACCHollywood: Its official: Apple is dropping its partnership with Intel in favor of its own processors for future Macs. The long-awa,6/23/2020 15:17,TRUE,1,0,1,Apple Iphone,Los Angeles,USA,FALSE
257,why does my iPhone battery die so quick help @Apple,6/23/2020 15:04,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
258,I know iPhone is late to the widgets party. And non-intrusive incoming call feature. But I cant leave. My pics are  ,6/23/2020 14:53,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
259,"@TechNinjaSpeaks I've only ever used Android smartphones and tablets (after BlackBerry) and sure, Android phones ha  ",6/23/2020 14:50,FALSE,0,49,0,Apple Iphone,Los Angeles,USA,FALSE
260,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 14:13,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
261,"RT @DanCohenFOX11: I have no idea if this is a good thing or bad thing, but it's a thing.
 +  =  
 ",6/23/2020 14:11,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
262,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 14:08,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
263,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 14:07,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
264,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 14:06,FALSE,2,1,0,Apple Iphone,Los Angeles,USA,TRUE
265,"I have no idea if this is a good thing or bad thing, but it's a thing.
 +  =  
 ",6/23/2020 13:50,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
266,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/23/2020 12:59,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
267,RT @KTLAMorningNews: Apple wants the iPhone to replace your car keys.  ,6/23/2020 12:56,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,FALSE
268,RT @KTLAMorningNews: Apple wants the iPhone to replace your car keys.  ,6/23/2020 12:55,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
269,A quick look at some of the biggest new features announced for the iPhone and Apple Watch  ,6/23/2020 12:35,FALSE,2,14,0,Apple Iphone,Los Angeles,USA,FALSE
270,RT @KTLAMorningNews: Apple wants the iPhone to replace your car keys.  ,6/23/2020 12:33,TRUE,4,0,0,Apple Iphone,Los Angeles,USA,TRUE
271,Apple wants the iPhone to replace your car keys.  ,6/23/2020 12:32,FALSE,4,6,0,Apple Iphone,Los Angeles,USA,FALSE
272,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/23/2020 12:28,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
273,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 12:25,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
274,Thanks @iJustine for always keeping me updated @apple!l  ,6/23/2020 12:09,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
275,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 11:59,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
276,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 11:55,FALSE,1,2,0,Apple Iphone,Los Angeles,USA,TRUE
277,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 11:32,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
278,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/23/2020 11:24,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
279,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/23/2020 11:20,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
280,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 11:13,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
281,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 10:40,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,TRUE
282,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 10:38,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
283," 54: Apple WWDC: iPhone Widgets, Goodbye Intel, iPad ""Scribble"" &amp; Sleep Tracking  ",6/23/2020 10:37,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
284,"Just to Tweet this I had to use: 

- Google
- Twitter
- Apple iPhone
- Wikipedia (worth $6.6B)

Imagine how differe  ",6/23/2020 10:00,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
285,"Steve Jobs: There are 1B+ Apple devices in active use, so if each Apple device was only sold for $1, Steve wouldve  ",6/23/2020 9:55,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
286,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/23/2020 9:33,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
287,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 9:29,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
288,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 9:18,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
289,RT @iDropNews: @iDropNews is giving away a brand-new 64GB iPhone SE this August! Follow the link to earn your chances to win!  ,6/23/2020 9:03,TRUE,940,0,1,Apple Iphone,Los Angeles,USA,TRUE
290,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 9:00,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
291,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 9:00,FALSE,1,2,0,Apple Iphone,Los Angeles,USA,TRUE
292,Good update  Apple  iOS14  ios14beta  iPhone  UpdateBlog  ,6/23/2020 8:45,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
293,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 8:42,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
294,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 8:34,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
295,Should I install iOS 14 beta on my main device (SE 2020)?  Apple  iOS14  iPhone,6/23/2020 8:25,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
296,"RT @latimes: Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 8:24,TRUE,7,0,0,Apple Iphone,Los Angeles,USA,TRUE
297,"Apple previews new iPhone software, changes to Mac chips  ",6/23/2020 8:23,FALSE,7,35,0,Apple Iphone,Los Angeles,USA,FALSE
298,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 8:18,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,FALSE
299,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 8:11,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
300,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 8:10,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
301,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 7:53,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,TRUE
302,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 7:49,FALSE,1,2,0,Apple Iphone,Los Angeles,USA,TRUE
303,Also iPhone developers upset about the focus being on the main computers and not on apps and phones - they do reali  ,6/23/2020 7:46,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
304,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 7:46,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
305,"RT @SOLisSUN: As an iPhone user, this is upsetting because android been had this  why tf Apple always playing catch-up &amp; then acting l",6/23/2020 7:42,TRUE,2,0,-1,Apple Iphone,Los Angeles,USA,FALSE
306,@Apple make a light weight iphone thats ultra thin pleaseee. thanks ,6/23/2020 7:40,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
307,"RT @SOLisSUN: As an iPhone user, this is upsetting because android been had this  why tf Apple always playing catch-up &amp; then acting l",6/23/2020 7:33,TRUE,2,0,-1,Apple Iphone,Los Angeles,USA,TRUE
308,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 7:20,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
309,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 7:10,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
310,"@mvince25_ @verge Only Macs with the Apple processor will run unmodified iPhone and iPad apps.

Existing Macs will  ",6/23/2020 7:07,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
311,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 7:02,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
312,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/23/2020 6:54,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
313,Its official: Apple is dropping its partnership with Intel in favor of its own processors for future Macs. The lon  ,6/23/2020 6:45,FALSE,1,1,1,Apple Iphone,Los Angeles,USA,FALSE
314,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:40,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
315,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:26,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
316,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 6:26,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
317,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:22,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
318,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 6:19,FALSE,3,2,0,Apple Iphone,Los Angeles,USA,TRUE
319,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:18,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
320,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
321,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 6:17,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
322,"The 7 hottest travel tools coming to your iPhone, other Apple devices  ",6/23/2020 6:15,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
323,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 6:14,FALSE,3,4,0,Apple Iphone,Los Angeles,USA,TRUE
324,"$8.4 with code 58AATT99
Reg $19.99 - Save 58%

 ad We find deals and post here, loads of them post each day.
iPhone  ",6/23/2020 6:05,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
325,"Android users living in 2020 while ios users lives in 2015...
 iOS14  apple  iphone",6/23/2020 6:04,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
326,Here are all the big changes coming to your iPhone this fall $AAPL  WDCC2020  WDCC20 @apple  ,6/23/2020 6:03,FALSE,0,0,-1,Apple Iphone,Los Angeles,USA,FALSE
327,Apple is overhauling the iPhone homescreen and upgrading AirPods  ,6/23/2020 6:01,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
328,"RT @Variety: Apple iOS 14 Will Let You Change iPhones Default Email, Browser to Third-PartyApps  ",6/23/2020 6:00,TRUE,22,0,1,Apple Iphone,Los Angeles,USA,FALSE
329,"iOS 14... Im Loving It... 

 iPhone  Apple  iOS  iOS14  ",6/23/2020 5:59,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
330,The widget options are a game changer for the iPhone. @Apple thank you,6/23/2020 5:55,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
331,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 5:51,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
332,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 5:43,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
333,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 5:39,FALSE,2,3,0,Apple Iphone,Los Angeles,USA,TRUE
334,RT @iDownloadBlog: Check out the iOS 14 / iPadOS 14 system requirements and find out if your iPhone/iPad can run Apples newest OS  ,6/23/2020 5:35,TRUE,6,0,0,Apple Iphone,Los Angeles,USA,FALSE
335,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 5:35,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
336,"Follow me for a fresh perspective on iPhone photography and art. 

 iphonephotography  photography  shotoniphone  ",6/23/2020 5:22,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
337,"Follow me for a fresh perspective on iPhone photography and art. 

 iphonephotography  photography  shotoniphone  ",6/23/2020 5:18,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,TRUE
338,"Follow me for a fresh perspective on iPhone photography and art. 

 iphonephotography  photography  shotoniphone  ",6/23/2020 5:16,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,TRUE
339,"Follow me for a fresh perspective on iPhone photography and art. 

 iphonephotography  photography  shotoniphone  ",6/23/2020 5:14,FALSE,1,0,1,Apple Iphone,Los Angeles,USA,TRUE
340,RT @equity_newswire: $AAPL Apple Reimagines the iPhone Experience with iOS 14  ,6/23/2020 5:03,TRUE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
341,$AAPL Apple Reimagines the iPhone Experience with iOS 14  ,6/23/2020 4:58,FALSE,1,0,0,Apple Iphone,Los Angeles,USA,FALSE
342,"@xlylegaman8955 @Pwn20wnd Dont matter if he did bro , Ive been jail breaking since 2009 , cant bare to have my i  ",6/23/2020 4:55,FALSE,0,2,-1,Apple Iphone,Los Angeles,USA,FALSE
343,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 4:27,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
344,"As an iPhone user, this is upsetting because android been had this  why tf Apple always playing catch-up &amp; the  ",6/23/2020 4:23,FALSE,2,3,-1,Apple Iphone,Los Angeles,USA,FALSE
345,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/23/2020 4:06,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,FALSE
346,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 4:02,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
347,"Unboxing my moms  iPhone  How old were you when you get your first iPhone?
__
Jouvre le nouveau apple tlphone  ",6/23/2020 4:00,FALSE,3,12,0,Apple Iphone,Los Angeles,USA,FALSE
348,Oh man Im so frustrated troubleshooting my @googlenest WiFi and @apple iPhone 11 Pro... for some reason I keep dro  ,6/23/2020 3:59,FALSE,0,1,-1,Apple Iphone,Los Angeles,USA,FALSE
349,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 3:39,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
350,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 3:38,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
351,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 3:34,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,TRUE
352,DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  ,6/23/2020 3:33,FALSE,2,3,0,Apple Iphone,Los Angeles,USA,TRUE
353,"@apathetic_NY @sundanz63 Im still rocking an iPhone 7. Ill keep it as long as Apple keeps updating IOS on it, then Ill upgrade it.",6/23/2020 3:32,FALSE,0,2,0,Apple Iphone,Los Angeles,USA,FALSE
354,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 3:22,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
355,"Apple to black people: Buy an iPhone, itll make you feel better about your friends dying",6/23/2020 3:20,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
356,When they do release the glasses I believe they will not be standalone but rather an iPhone accessory (think Apple  ,6/23/2020 3:11,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
357,Havent combed thru the WWDC recap yet but seems like another set of incremental changes...I wonder if Apple will p  ,6/23/2020 3:11,FALSE,0,1,2,Apple Iphone,Los Angeles,USA,FALSE
358,@Tyra_Anne_ I have iPhone now but I will always ride for Android. Literally always had features waaaay ahead of apple,6/23/2020 3:10,FALSE,0,1,0,Apple Iphone,Los Angeles,USA,FALSE
359,RT @iDownloadBlog: Check out the iOS 14 / iPadOS 14 system requirements and find out if your iPhone/iPad can run Apples newest OS  ,6/23/2020 3:09,TRUE,6,0,0,Apple Iphone,Los Angeles,USA,TRUE
360,@coreyforde @ThatOneReptile @Jac_Yo76 @edemkumodzi Thats the thing too...Im kinda hooked in their ecosystem now.  ,6/23/2020 2:50,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
361,"RT @Variety: Apple iOS 14 Will Let You Change iPhones Default Email, Browser to Third-PartyApps  ",6/23/2020 2:42,TRUE,22,0,1,Apple Iphone,Los Angeles,USA,TRUE
362,"RT @austinnotduncan: This is the biggest update to the Mac in years.

macOS 11 Big Sur has an all new design, support for iPhone and iPad a",6/23/2020 2:40,TRUE,45,0,1,Apple Iphone,Los Angeles,USA,TRUE
363,RT @dannyvena:  Apple Kicks off  WWDC With a Ton of Upgrades Including New Mac Chip @themotleyfool  stocks  iPhone  iOS14  WatchOS7  MacOSB,6/23/2020 2:36,TRUE,2,0,0,Apple Iphone,Los Angeles,USA,FALSE
364,"@stevesi Aside - It's been interesting to see Apple UIs diverge from original ""everything should be intuitive"" miss  ",6/23/2020 2:35,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
365,"iOS 14 Brings QuickTake Feature to iPhone XR, XS, and XS Max  ",6/23/2020 2:32,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
366,Apple turns your iPhone into a digital car key  WWDC2020   ,6/23/2020 2:31,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
367,"RT @EvanDickson: I thought everyone knew this  but in the past few days its become apparent that not enough ppl are aware. 

If you liste",6/23/2020 2:30,TRUE,2,0,1,Apple Iphone,Los Angeles,USA,FALSE
368,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:30,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
369,Pero. What happened to iPhone 9 and iPhone 13??? @Apple,6/23/2020 2:27,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
370,True tho lol. Took me years before I moved to iphone bcos there are some features that Apple doesnt have and now t  ,6/23/2020 2:18,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
371,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:18,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
372,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:17,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
373,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:12,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
374,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:12,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
375,"Got a spare iPhone &amp; iPad on betas.
Wondering if I should pair my Sleep Tracking S2 to the beta iPhone to try it ou  ",6/23/2020 2:11,FALSE,0,0,0,Apple Iphone,Los Angeles,USA,FALSE
376,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:10,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
377,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:05,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
378,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:05,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
379,Finally widgets. We needed this sh*t since like 2016.  iOS  iOS14  AppleEvent  Apple  iPhone  iPadOS  macOS  ,6/23/2020 2:02,FALSE,0,0,1,Apple Iphone,Los Angeles,USA,FALSE
380,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:02,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
381,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:01,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
382,"RT @KTLA: Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the company announ",6/23/2020 2:00,TRUE,27,0,0,Apple Iphone,Los Angeles,USA,TRUE
383,"RT @TrendCityShow: Who will be  1
DL our  App to enter your VOTE NOW

 Top40 Voting

iPhone: ",6/23/2020 1:59,TRUE,5,0,1,Apple Iphone,Los Angeles,USA,TRUE
384,"Apple's new iPhone feature is aiming to replace the car key by using the smartphone to unlock and start a car, the  ",6/23/2020 1:56,FALSE,27,108,0,Apple Iphone,Los Angeles,USA,FALSE
385,"RT @EvanDickson: I thought everyone knew this  but in the past few days its become apparent that not enough ppl are aware. 

If you liste",6/23/2020 1:45,TRUE,2,0,1,Apple Iphone,Los Angeles,USA,TRUE
386,RT @iDropNews: We're giving away another 64GB iPhone 11 to one lucky winner absolutely FREE. Follow the link and enter to win! Contest ends,6/23/2020 1:41,TRUE,3131,0,4,Apple Iphone,Los Angeles,USA,TRUE
387,"RT @iDropNews: We're giving away another FREE iPhone 11 Pro Max! Giveaway ends 10/20. ARV $1,099. Follow the link and enter to win!   ",6/23/2020 1:36,TRUE,2422,0,2,Apple Iphone,Los Angeles,USA,TRUE
388,Lol its so funny because Im seeing the things that come with this Apple update and was like thank God Ive alrea  ,6/23/2020 1:35,FALSE,0,1,1,Apple Iphone,Los Angeles,USA,FALSE
389,"RT @nickpupo: Apple always introduces a ""new amazing feature"" to the iPhone as though it's not an obvious solution to an ongoing issue.

""W",6/23/2020 1:29,TRUE,1,0,1,Apple Iphone,Los Angeles,USA,FALSE
390,"Apple always introduces a ""new amazing feature"" to the iPhone as though it's not an obvious solution to an ongoing  ",6/23/2020 1:28,FALSE,1,10,1,Apple Iphone,Los Angeles,USA,FALSE
391,"Apple redesigns iPhone home screen, adds translation app  ",6/23/2020 1:26,FALSE,1,2,0,Apple Iphone,Los Angeles,USA,FALSE
392,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 1:23,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
393,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 1:22,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
394,RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share!  indiegame  gamedev  indiedev  retro  indievideogames  ios  indiegames  vi,6/23/2020 1:20,TRUE,3,0,0,Apple Iphone,Los Angeles,USA,TRUE
